,1,28086798694
1656,259,28087245618
1655,260,28087247273
1655,261,28087248928
1656,262,28087250584
1655,263,28087252239
1655,264,28087253894
1656,265,28087255550
1655,266,28087257205
1655,267,28087258860
1655,268,28087260515
1656,269,28087262171
1655,270,28087263826
1655,271,28087265481
1656,272,28087267137
1655,273,28087268792
1655,274,28087270447
1655,275,28087272102
1656,276,28087273758
1655,277,28087275413
1655,278,28087277068
1655,279,28087278723
1656,280,28087280379
1655,281,28087282034
1655,282,28087283689
1656,283,28087285345
1655,284,28087287000
1655,285,28087288655
1656,286,28087290311
1655,287,28087291966
1655,288,28087293621
3310,289,28087296931
1656,290,28087298587
1655,291,28087300242
1655,292,28087301897
1656,293,28087303553
1655,294,28087305208
1655,295,28087306863
1656,296,28087308519
1655,297,28087310174
1655,298,28087311829
1655,299,28087313484
1656,300,28087315140
1655,301,28087316795
1655,302,28087318450
1656,303,28087320106
1655,304,28087321761
1655,305,28087323416
1673,306,28087325089
1638,307,28087326727
1655,308,28087328382
1655,309,28087330037
1656,310,28087331693
1655,311,28087333348
1655,312,28087335003
1656,313,28087336659
1655,314,28087338314
1655,315,28087339969
1655,316,28087341624
1655,317,28087343279
1656,318,28087344935
1655,319,28087346590
1655,320,28087348245
1656,321,28087349901
1655,322,28087351556
1655,323,28087353211
1656,324,28087354867
1655,325,28087356522
1655,326,28087358177
1655,327,28087359832
1655,328,28087361487
1656,329,28087363143
1655,330,28087364798
1655,331,28087366453
1656,332,28087368109
1655,333,28087369764
1655,334,28087371419
1655,335,28087373074
1656,336,28087374730
1655,337,28087376385
1655,338,28087378040
1656,339,28087379696
1655,340,28087381351
1655,341,28087383006
1655,342,28087384661
1656,343,28087386317
1655,344,28087387972
1655,345,28087389627
1656,346,28087391283
1655,347,28087392938
1655,348,28087394593
1655,349,28087396248
1656,350,28087397904
1655,351,28087399559
1655,352,28087401214
1656,353,28087402870
1655,354,28087404525
1656,355,28087406181
1655,356,28087407836
1655,357,28087409491
1655,358,28087411146
1655,359,28087412801
1655,360,28087414456
1656,361,28087416112
1655,362,28087417767
1655,363,28087419422
1656,364,28087421078
1655,365,28087422733
1655,366,28087424388
1655,367,28087426043
1656,368,28087427699
1655,369,28087429354
1656,370,28087431010
1655,371,28087432665
1655,372,28087434320
1655,373,28087435975
1673,374,28087437648
1638,375,28087439286
1655,376,28087440941
1655,377,28087442596
1656,378,28087444252
1655,379,28087445907
1655,380,28087447562
1656,381,28087449218
1655,382,28087450873
1655,383,28087452528
1655,384,28087454183
1656,385,28087455839
1655,386,28087457494
1656,387,28087459150
1654,388,28087460804
1656,389,28087462460
1655,390,28087464115
1655,391,28087465770
1656,392,28087467426
1655,393,28087469081
1655,394,28087470736
1655,395,28087472391
1656,396,28087474047
1655,397,28087475702
1655,398,28087477357
1655,399,28087479012
1656,400,28087480668
1655,401,28087482323
1655,402,28087483978
1656,403,28087485634
1655,404,28087487289
1655,405,28087488944
1656,406,28087490600
1655,407,28087492255
1655,408,28087493910
1655,409,28087495565
1656,410,28087497221
1655,411,28087498876
1655,412,28087500531
1656,413,28087502187
1655,414,28087503842
1655,415,28087505497
1655,416,28087507152
1656,417,28087508808
1655,418,28087510463
1655,419,28087512118
1655,420,28087513773
1656,421,28087515429
1655,422,28087517084
1655,423,28087518739
1656,424,28087520395
1655,425,28087522050
1655,426,28087523705
1655,427,28087525360
1656,428,28087527016
1655,429,28087528671
1655,430,28087530326
1656,431,28087531982
1655,432,28087533637
1655,433,28087535292
1656,434,28087536948
1655,435,28087538603
1655,436,28087540258
1655,437,28087541913
1655,438,28087543568
1656,439,28087545224
1655,440,28087546879
1655,441,28087548534
1669,442,28087550203
1642,443,28087551845
1655,444,28087553500
1655,445,28087555155
1656,446,28087556811
1655,447,28087558466
1656,448,28087560122
1655,449,28087561777
1655,450,28087563432
1655,451,28087565087
1656,452,28087566743
1655,453,28087568398
1655,454,28087570053
1655,455,28087571708
1656,456,28087573364
1655,457,28087575019
1655,458,28087576674
1655,459,28087578329
1656,460,28087579985
1655,461,28087581640
1655,462,28087583295
1656,463,28087584951
1655,464,28087586606
1655,465,28087588261
1655,466,28087589916
1656,467,28087591572
1655,468,28087593227
1655,469,28087594882
1655,470,28087596537
1656,471,28087598193
1655,472,28087599848
1655,473,28087601503
1656,474,28087603159
1655,475,28087604814
1655,476,28087606469
1655,477,28087608124
1656,478,28087609780
1655,479,28087611435
1655,480,28087613090
1656,481,28087614746
1655,482,28087616401
1655,483,28087618056
1656,484,28087619712
1655,485,28087621367
1656,486,28087623023
1654,487,28087624677
1656,488,28087626333
1655,489,28087627988
1655,490,28087629643
1655,491,28087631298
1656,492,28087632954
1655,493,28087634609
1655,494,28087636264
1656,495,28087637920
1655,496,28087639575
1655,497,28087641230
1655,498,28087642885
1656,499,28087644541
1655,500,28087646196
1655,501,28087647851
1656,502,28087649507
1655,503,28087651162
1655,504,28087652817
1655,505,28087654472
1656,506,28087656128
1655,507,28087657783
1655,508,28087659438
1656,509,28087661094
1655,510,28087662749
1655,511,28087664404
1656,512,28087666060
1655,513,28087667715
1655,514,28087669370
1655,515,28087671025
1655,516,28087672680
1656,517,28087674336
1655,518,28087675991
1655,519,28087677646
1656,520,28087679302
1655,521,28087680957
1655,522,28087682612
1655,523,28087684267
1656,524,28087685923
1655,525,28087687578
1655,526,28087689233
1656,527,28087690889
1655,528,28087692544
1655,529,28087694199
1655,530,28087695854
1656,531,28087697510
1655,532,28087699165
3311,533,28087702476
1655,534,28087704131
1655,535,28087705786
1655,536,28087707441
1656,537,28087709097
1655,538,28087710752
1655,539,28087712407
1656,540,28087714063
1655,541,28087715718
1655,542,28087717373
1656,543,28087719029
1655,544,28087720684
1655,545,28087722339
1655,546,28087723994
1655,547,28087725649
1656,548,28087727305
1655,549,28087728960
1655,550,28087730615
1656,551,28087732271
1655,552,28087733926
1655,553,28087735581
1655,554,28087737236
1656,555,28087738892
1655,556,28087740547
1655,557,28087742202
1656,558,28087743858
1655,559,28087745513
1655,560,28087747168
1655,561,28087748823
1656,562,28087750479
1655,563,28087752134
1655,564,28087753789
1656,565,28087755445
1655,566,28087757100
1655,567,28087758755
1656,568,28087760411
1655,569,28087762066
1655,570,28087763721
1655,571,28087765376
1656,572,28087767032
1655,573,28087768687
1655,574,28087770342
1655,575,28087771997
1656,576,28087773653
1656,577,28087775309
1654,578,28087776963
1655,579,28087778618
1656,580,28087780274
1655,581,28087781929
1655,582,28087783584
1656,583,28087785240
1655,584,28087786895
1656,585,28087788551
1655,586,28087790206
1655,587,28087791861
1655,588,28087793516
1656,589,28087795172
1655,590,28087796827
1655,591,28087798482
1655,592,28087800137
1655,593,28087801792
1656,594,28087803448
1655,595,28087805103
1655,596,28087806758
1656,597,28087808414
1655,598,28087810069
1655,599,28087811724
1655,600,28087813379
1656,601,28087815035
1655,602,28087816690
1655,603,28087818345
1656,604,28087820001
1655,605,28087821656
1655,606,28087823311
1656,607,28087824967
1655,608,28087826622
1655,609,28087828277
1655,610,28087829932
1656,611,28087831588
1655,612,28087833243
1655,613,28087834898
1655,614,28087836553
1656,615,28087838209
1655,616,28087839864
1655,617,28087841519
1656,618,28087843175
1655,619,28087844830
1655,620,28087846485
1655,621,28087848140
1656,622,28087849796
1655,623,28087851451
1655,624,28087853106
1655,625,28087854761
1656,626,28087856417
1655,627,28087858072
1655,628,28087859727
1656,629,28087861383
1655,630,28087863038
1655,631,28087864693
1656,632,28087866349
1655,633,28087868004
1655,634,28087869659
1655,635,28087871314
1656,636,28087872970
1655,637,28087874625
1655,638,28087876280
1655,639,28087877935
1656,640,28087879591
1655,641,28087881246
1675,642,28087882921
1636,643,28087884557
1655,644,28087886212
1655,645,28087887867
1655,646,28087889522
1656,647,28087891178
1655,648,28087892833
1655,649,28087894488
1656,650,28087896144
1655,651,28087897799
1655,652,28087899454
1655,653,28087901109
1656,654,28087902765
1655,655,28087904420
1655,656,28087906075
1656,657,28087907731
1655,658,28087909386
1655,659,28087911041
1655,660,28087912696
1656,661,28087914352
1655,662,28087916007
1655,663,28087917662
1656,664,28087919318
1655,665,28087920973
1655,666,28087922628
1656,667,28087924284
1655,668,28087925939
1655,669,28087927594
1656,670,28087929250
1655,671,28087930905
1655,672,28087932560
1655,673,28087934215
1655,674,28087935870
1656,675,28087937526
1655,676,28087939181
1655,677,28087940836
1655,678,28087942491
1656,679,28087944147
1655,680,28087945802
1655,681,28087947457
1656,682,28087949113
1655,683,28087950768
1655,684,28087952423
1655,685,28087954078
1656,686,28087955734
1656,687,28087957390
1654,688,28087959044
1656,689,28087960700
1655,690,28087962355
1655,691,28087964010
1655,692,28087965665
1656,693,28087967321
1655,694,28087968976
1655,695,28087970631
1655,696,28087972286
1656,697,28087973942
1655,698,28087975597
1656,699,28087977253
1655,700,28087978908
1655,701,28087980563
1655,702,28087982218
1656,703,28087983874
1655,704,28087985529
1655,705,28087987184
1655,706,28087988839
1656,707,28087990495
1655,708,28087992150
1655,709,28087993805
1675,710,28087995480
1636,711,28087997116
1655,712,28087998771
1655,713,28088000426
1655,714,28088002081
1656,715,28088003737
3310,716,28088007047
1656,717,28088008703
1655,718,28088010358
1655,719,28088012013
1656,720,28088013669
1655,721,28088015324
1655,722,28088016979
1655,723,28088018634
1656,724,28088020290
1655,725,28088021945
1655,726,28088023600
1655,727,28088025255
1656,728,28088026911
1655,729,28088028566
1655,730,28088030221
1656,731,28088031877
1655,732,28088033532
1655,733,28088035187
1655,734,28088036842
1656,735,28088038498
1655,736,28088040153
1655,737,28088041808
1656,738,28088043464
1655,739,28088045119
1655,740,28088046774
1655,741,28088048429
1656,742,28088050085
1655,743,28088051740
1655,744,28088053395
1656,745,28088055051
1655,746,28088056706
1655,747,28088058361
1655,748,28088060016
1656,749,28088061672
1655,750,28088063327
1656,751,28088064983
1654,752,28088066637
1656,753,28088068293
1655,754,28088069948
1655,755,28088071603
1656,756,28088073259
1655,757,28088074914
1655,758,28088076569
1655,759,28088078224
1656,760,28088079880
1655,761,28088081535
1655,762,28088083190
1656,763,28088084846
1655,764,28088086501
1655,765,28088088156
1656,766,28088089812
1655,767,28088091467
1655,768,28088093122
1655,769,28088094777
1656,770,28088096433
1655,771,28088098088
1655,772,28088099743
1655,773,28088101398
1656,774,28088103054
1655,775,28088104709
3328,776,28088108037
1638,777,28088109675
1655,778,28088111330
1655,779,28088112985
1656,780,28088114641
1655,781,28088116296
1656,782,28088117952
1655,783,28088119607
1655,784,28088121262
1655,785,28088122917
1655,786,28088124572
1656,787,28088126228
1655,788,28088127883
1655,789,28088129538
1655,790,28088131193
1656,791,28088132849
1655,792,28088134504
1655,793,28088136159
1656,794,28088137815
1655,795,28088139470
1655,796,28088141125
1655,797,28088142780
1656,798,28088144436
1655,799,28088146091
1655,800,28088147746
1656,801,28088149402
1655,802,28088151057
1655,803,28088152712
1655,804,28088154367
1656,805,28088156023
1655,806,28088157678
1655,807,28088159333
1656,808,28088160989
1655,809,28088162644
1655,810,28088164299
3311,811,28088167610
1655,812,28088169265
1655,813,28088170920
1656,814,28088172576
1655,815,28088174231
1655,816,28088175886
1655,817,28088177541
1656,818,28088179197
1655,819,28088180852
1655,820,28088182507
1655,821,28088184162
1656,822,28088185818
1655,823,28088187473
1655,824,28088189128
1656,825,28088190784
1655,826,28088192439
1655,827,28088194094
1656,828,28088195750
1655,829,28088197405
1655,830,28088199060
1656,831,28088200716
1655,832,28088202371
1655,833,28088204026
1655,834,28088205681
1656,835,28088207337
1655,836,28088208992
1655,837,28088210647
1655,838,28088212302
1656,839,28088213958
1655,840,28088215613
1655,841,28088217268
1655,842,28088218923
1668,843,28088220591
1643,844,28088222234
1655,845,28088223889
1656,846,28088225545
1655,847,28088227200
1655,848,28088228855
1656,849,28088230511
1655,850,28088232166
1655,851,28088233821
1655,852,28088235476
1656,853,28088237132
1655,854,28088238787
1655,855,28088240442
1655,856,28088242097
1656,857,28088243753
1655,858,28088245408
1655,859,28088247063
1656,860,28088248719
1655,861,28088250374
1655,862,28088252029
1655,863,28088253684
1656,864,28088255340
1655,865,28088256995
1656,866,28088258651
1655,867,28088260306
1655,868,28088261961
1655,869,28088263616
1655,870,28088265271
1656,871,28088266927
1655,872,28088268582
1655,873,28088270237
1655,874,28088271892
1656,875,28088273548
1655,876,28088275203
1655,877,28088276858
1656,878,28088278514
1655,879,28088280169
1655,880,28088281824
1655,881,28088283479
1656,882,28088285135
1655,883,28088286790
1655,884,28088288445
1656,885,28088290101
1655,886,28088291756
1655,887,28088293411
1655,888,28088295066
1656,889,28088296722
1655,890,28088298377
1655,891,28088300032
1656,892,28088301688
1655,893,28088303343
1655,894,28088304998
1656,895,28088306654
1655,896,28088308309
1655,897,28088309964
1655,898,28088311619
1656,899,28088313275
1655,900,28088314930
1655,901,28088316585
1655,902,28088318240
1656,903,28088319896
1655,904,28088321551
1655,905,28088323206
1656,906,28088324862
1655,907,28088326517
1655,908,28088328172
1656,909,28088329828
1655,910,28088331483
1655,911,28088333138
1656,912,28088334794
1654,913,28088336448
1656,914,28088338104
1655,915,28088339759
1655,916,28088341414
1656,917,28088343070
1655,918,28088344725
1655,919,28088346380
1655,920,28088348035
1656,921,28088349691
1655,922,28088351346
1655,923,28088353001
1656,924,28088354657
1655,925,28088356312
1655,926,28088357967
1655,927,28088359622
1656,928,28088361278
1655,929,28088362933
1655,930,28088364588
1656,931,28088366244
1655,932,28088367899
1655,933,28088369554
1655,934,28088371209
1656,935,28088372865
1655,936,28088374520
1655,937,28088376175
1656,938,28088377831
1655,939,28088379486
1655,940,28088381141
1655,941,28088382796
1656,942,28088384452
1655,943,28088386107
1655,944,28088387762
1656,945,28088389418
1655,946,28088391073
1655,947,28088392728
1655,948,28088394383
1656,949,28088396039
1655,950,28088397694
1655,951,28088399349
1655,952,28088401004
1656,953,28088402660
1655,954,28088404315
1655,955,28088405970
1656,956,28088407626
1655,957,28088409281
3310,958,28088412591
1656,959,28088414247
1655,960,28088415902
1655,961,28088417557
1656,962,28088419213
1655,963,28088420868
1655,964,28088422523
1655,965,28088424178
1656,966,28088425834
1655,967,28088427489
1655,968,28088429144
1655,969,28088430799
1656,970,28088432455
1655,971,28088434110
1655,972,28088435765
1656,973,28088437421
1655,974,28088439076
1655,975,28088440731
1656,976,28088442387
1655,977,28088444042
1655,978,28088445697
1656,979,28088447353
1655,980,28088449008
1655,981,28088450663
1655,982,28088452318
1656,983,28088453974
1655,984,28088455629
1655,985,28088457284
1655,986,28088458939
1656,987,28088460595
1655,988,28088462250
1655,989,28088463905
1656,990,28088465561
1655,991,28088467216
1655,992,28088468871
1655,993,28088470526
1656,994,28088472182
1655,995,28088473837
1655,996,28088475492
1655,997,28088477147
1656,998,28088478803
1655,999,28088480458
1655,1000,28088482113
1656,1001,28088483769
1655,1002,28088485424
1655,1003,28088487079
1656,1004,28088488735
1655,1005,28088490390
1655,1006,28088492045
1655,1007,28088493700
1656,1008,28088495356
1655,1009,28088497011
1655,1010,28088498666
1655,1011,28088500321
1656,1012,28088501977
1655,1013,28088503632
1655,1014,28088505287
1656,1015,28088506943
1655,1016,28088508598
1655,1017,28088510253
1655,1018,28088511908
1656,1019,28088513564
1655,1020,28088515219
1655,1021,28088516874
1656,1022,28088518530
1655,1023,28088520185
1655,1024,28088521840
1655,1025,28088523495
1656,1026,28088525151
1655,1027,28088526806
1655,1028,28088528461
1656,1029,28088530117
1655,1030,28088531772
1655,1031,28088533427
1655,1032,28088535082
1656,1033,28088536738
1655,1034,28088538393
1655,1035,28088540048
1655,1036,28088541703
1656,1037,28088543359
1655,1038,28088545014
1655,1039,28088546669
1656,1040,28088548325
1655,1041,28088549980
1655,1042,28088551635
1674,1043,28088553309
1637,1044,28088554946
1655,1045,28088556601
1655,1046,28088558256
1656,1047,28088559912
1655,1048,28088561567
1655,1049,28088563222
1655,1050,28088564877
1656,1051,28088566533
1655,1052,28088568188
1655,1053,28088569843
1655,1054,28088571498
1656,1055,28088573154
1655,1056,28088574809
1655,1057,28088576464
1656,1058,28088578120
3310,1059,28088581430
3311,1060,28088584741
1655,1061,28088586396
1656,1062,28088588052
1655,1063,28088589707
1655,1064,28088591362
1655,1065,28088593017
1655,1066,28088594672
1656,1067,28088596328
1655,1068,28088597983
1655,1069,28088599638
1656,1070,28088601294
1655,1071,28088602949
1655,1072,28088604604
1655,1073,28088606259
1656,1074,28088607915
1655,1075,28088609570
1655,1076,28088611225
1656,1077,28088612881
1655,1078,28088614536
1655,1079,28088616191
1655,1080,28088617846
1656,1081,28088619502
1655,1082,28088621157
1655,1083,28088622812
1655,1084,28088624467
1656,1085,28088626123
1655,1086,28088627778
1655,1087,28088629433
1656,1088,28088631089
1655,1089,28088632744
1655,1090,28088634399
1655,1091,28088636054
1656,1092,28088637710
1655,1093,28088639365
1655,1094,28088641020
1656,1095,28088642676
1655,1096,28088644331
1655,1097,28088645986
1655,1098,28088647641
1656,1099,28088649297
1655,1100,28088650952
1655,1101,28088652607
1656,1102,28088654263
1655,1103,28088655918
1655,1104,28088657573
1655,1105,28088659228
1656,1106,28088660884
1655,1107,28088662539
1655,1108,28088664194
1670,1109,28088665864
1641,1110,28088667505
1655,1111,28088669160
1656,1112,28088670816
1655,1113,28088672471
1655,1114,28088674126
1655,1115,28088675781
1655,1116,28088677436
1656,1117,28088679092
1655,1118,28088680747
1655,1119,28088682402
1656,1120,28088684058
1655,1121,28088685713
1655,1122,28088687368
1655,1123,28088689023
1656,1124,28088690679
1655,1125,28088692334
1655,1126,28088693989
1656,1127,28088695645
1655,1128,28088697300
1655,1129,28088698955
1656,1130,28088700611
1655,1131,28088702266
1655,1132,28088703921
1655,1133,28088705576
1656,1134,28088707232
1655,1135,28088708887
1655,1136,28088710542
1655,1137,28088712197
1656,1138,28088713853
1655,1139,28088715508
1655,1140,28088717163
1656,1141,28088718819
1655,1142,28088720474
1655,1143,28088722129
1655,1144,28088723784
1656,1145,28088725440
1655,1146,28088727095
1655,1147,28088728750
1656,1148,28088730406
1655,1149,28088732061
1655,1150,28088733716
1655,1151,28088735371
1656,1152,28088737027
1655,1153,28088738682
1655,1154,28088740337
1655,1155,28088741992
1656,1156,28088743648
1655,1157,28088745303
1655,1158,28088746958
1656,1159,28088748614
1655,1160,28088750269
1655,1161,28088751924
1656,1162,28088753580
1655,1163,28088755235
1655,1164,28088756890
1655,1165,28088758545
1656,1166,28088760201
1655,1167,28088761856
1655,1168,28088763511
1656,1169,28088765167
1655,1170,28088766822
1655,1171,28088768477
1655,1172,28088770132
1656,1173,28088771788
1655,1174,28088773443
1655,1175,28088775098
1656,1176,28088776754
1669,1177,28088778423
1641,1178,28088780064
1655,1179,28088781719
1656,1180,28088783375
1655,1181,28088785030
1655,1182,28088786685
1655,1183,28088788340
1656,1184,28088789996
1655,1185,28088791651
1655,1186,28088793306
1655,1187,28088794961
1656,1188,28088796617
1655,1189,28088798272
1655,1190,28088799927
1656,1191,28088801583
1655,1192,28088803238
1655,1193,28088804893
1655,1194,28088806548
1656,1195,28088808204
1655,1196,28088809859
1655,1197,28088811514
1656,1198,28088813170
1655,1199,28088814825
3310,1200,28088818135
1656,1201,28088819791
1655,1202,28088821446
1655,1203,28088823101
1656,1204,28088824757
1655,1205,28088826412
1655,1206,28088828067
1655,1207,28088829722
1656,1208,28088831378
1655,1209,28088833033
1655,1210,28088834688
1656,1211,28088836344
1655,1212,28088837999
1655,1213,28088839654
1656,1214,28088841310
1655,1215,28088842965
1655,1216,28088844620
1655,1217,28088846275
1656,1218,28088847931
1655,1219,28088849586
1655,1220,28088851241
1655,1221,28088852896
1656,1222,28088854552
1655,1223,28088856207
1655,1224,28088857862
1655,1225,28088859517
1656,1226,28088861173
1655,1227,28088862828
1656,1228,28088864484
1655,1229,28088866139
1655,1230,28088867794
1655,1231,28088869449
1656,1232,28088871105
1655,1233,28088872760
1655,1234,28088874415
1655,1235,28088876070
1656,1236,28088877726
1655,1237,28088879381
1655,1238,28088881036
1655,1239,28088882691
1656,1240,28088884347
1655,1241,28088886002
1655,1242,28088887657
1656,1243,28088889313
1670,1244,28088890983
1640,1245,28088892623
1655,1246,28088894278
1656,1247,28088895934
1655,1248,28088897589
1655,1249,28088899244
1656,1250,28088900900
1655,1251,28088902555
1655,1252,28088904210
1655,1253,28088905865
1656,1254,28088907521
1655,1255,28088909176
1655,1256,28088910831
1656,1257,28088912487
1655,1258,28088914142
1655,1259,28088915797
1656,1260,28088917453
1655,1261,28088919108
1655,1262,28088920763
1655,1263,28088922418
1655,1264,28088924073
1656,1265,28088925729
1655,1266,28088927384
1655,1267,28088929039
1656,1268,28088930695
1655,1269,28088932350
1655,1270,28088934005
1655,1271,28088935660
1656,1272,28088937316
1655,1273,28088938971
1655,1274,28088940626
1656,1275,28088942282
1655,1276,28088943937
1656,1277,28088945593
1654,1278,28088947247
1656,1279,28088948903
1655,1280,28088950558
1655,1281,28088952213
1656,1282,28088953869
1655,1283,28088955524
1655,1284,28088957179
1655,1285,28088958834
1656,1286,28088960490
1655,1287,28088962145
1655,1288,28088963800
1656,1289,28088965456
1655,1290,28088967111
1655,1291,28088968766
1655,1292,28088970421
1656,1293,28088972077
1655,1294,28088973732
1655,1295,28088975387
1655,1296,28088977042
1656,1297,28088978698
1655,1298,28088980353
1655,1299,28088982008
1656,1300,28088983664
1655,1301,28088985319
1655,1302,28088986974
1655,1303,28088988629
1656,1304,28088990285
1655,1305,28088991940
1655,1306,28088993595
1656,1307,28088995251
1655,1308,28088996906
1655,1309,28088998561
1655,1310,28089000216
1656,1311,28089001872
1655,1312,28089003527
1655,1313,28089005182
1656,1314,28089006838
1655,1315,28089008493
1655,1316,28089010148
1655,1317,28089011803
1656,1318,28089013459
1655,1319,28089015114
1655,1320,28089016769
1656,1321,28089018425
1655,1322,28089020080
1655,1323,28089021735
1655,1324,28089023390
1656,1325,28089025046
1655,1326,28089026701
1655,1327,28089028356
1656,1328,28089030012
1655,1329,28089031667
1655,1330,28089033322
1655,1331,28089034977
1656,1332,28089036633
1655,1333,28089038288
1655,1334,28089039943
1656,1335,28089041599
1655,1336,28089043254
1655,1337,28089044909
1655,1338,28089046564
1656,1339,28089048220
1655,1340,28089049875
1655,1341,28089051530
1656,1342,28089053186
1655,1343,28089054841
1655,1344,28089056496
1655,1345,28089058151
1656,1346,28089059807
1655,1347,28089061462
1655,1348,28089063117
1655,1349,28089064772
1656,1350,28089066428
1655,1351,28089068083
1655,1352,28089069738
1656,1353,28089071394
1655,1354,28089073049
1655,1355,28089074704
1655,1356,28089076359
1656,1357,28089078015
1655,1358,28089079670
1655,1359,28089081325
1656,1360,28089082981
1655,1361,28089084636
1655,1362,28089086291
