Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9
7926.000000,0.000000,0.000000,0.000000,0.030000,0.000000,-0.187000,0.003000,0.000000
7927.000000,0.000000,0.000000,0.000000,0.030000,0.000000,-0.187000,0.003000,0.000000
7929.000000,0.000000,0.000000,0.000000,0.030000,0.000000,-0.187000,0.003000,0.000000
7930.000000,0.000000,0.000000,0.000000,0.030000,0.000000,-0.187000,0.003000,0.000000
7931.000000,0.000000,0.000000,0.000000,-0.048000,0.000000,-0.187000,0.003000,0.000000
7932.000000,0.000000,0.000000,0.000000,-0.048000,0.000000,-0.187000,0.003000,0.000000
7934.000000,0.000000,0.000000,0.000000,-0.048000,0.000000,0.333000,0.003000,0.000000
7935.000000,0.000000,0.000000,0.000000,-0.048000,0.000000,0.333000,0.003000,0.000000
7936.000000,0.000000,0.000000,0.000000,-0.048000,0.000000,0.333000,0.003000,0.000000
7937.000000,0.000000,0.000000,0.000000,-0.048000,0.000000,0.333000,0.003000,0.000000
7939.000000,0.000000,0.000000,0.000000,-0.048000,0.000000,0.333000,0.002000,0.000000
7940.000000,0.000000,0.000000,0.000000,-0.048000,-0.001000,0.333000,0.002000,0.000000
7941.000000,0.000000,0.000000,0.000000,-0.048000,-0.001000,0.333000,0.002000,0.000000
7942.000000,0.000000,0.000000,0.000000,0.046000,-0.001000,0.333000,0.002000,0.000000
7943.000000,0.000000,0.000000,0.000000,0.046000,-0.001000,0.333000,0.002000,0.000000
7945.000000,0.000000,0.000000,0.000000,0.046000,-0.001000,0.333000,0.002000,0.000000
7946.000000,0.000000,0.000000,0.000000,0.046000,-0.001000,-0.343000,0.002000,0.000000
7947.000000,0.000000,0.000000,0.000000,0.046000,-0.001000,-0.343000,0.002000,0.000000
7948.000000,0.000000,0.000000,0.000000,0.046000,-0.001000,-0.343000,0.002000,0.000000
7950.000000,0.000000,0.000000,0.000000,0.046000,-0.001000,-0.343000,-0.004000,0.000000
7951.000000,0.000000,0.000000,0.000000,0.046000,-0.004000,-0.343000,-0.004000,0.000000
7952.000000,0.000000,0.000000,0.000000,0.046000,-0.004000,-0.343000,-0.004000,0.000000
7953.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,-0.343000,-0.004000,0.000000
7955.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,-0.343000,-0.004000,0.000000
7956.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,-0.343000,-0.004000,0.000000
7957.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,-0.343000,-0.004000,0.000000
7958.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,0.184000,-0.004000,0.000000
7960.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,0.184000,-0.004000,0.000000
7961.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,0.184000,-0.004000,0.000000
7962.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,0.184000,-0.006000,0.000000
7963.000000,0.000000,0.000000,0.000000,-0.055000,-0.004000,0.184000,-0.006000,0.000000
7964.000000,0.000000,0.000000,0.000000,0.043000,-0.004000,0.184000,-0.006000,0.000000
7966.000000,0.000000,0.000000,0.000000,0.043000,-0.004000,0.184000,-0.006000,0.000000
7967.000000,0.000000,0.000000,0.000000,0.043000,-0.004000,0.184000,-0.006000,0.000000
7968.000000,0.000000,0.000000,0.000000,0.043000,-0.004000,0.184000,-0.006000,0.000000
7969.000000,0.000000,0.000000,0.000000,0.043000,-0.004000,0.184000,-0.006000,0.000000
7971.000000,0.000000,0.000000,0.000000,0.043000,-0.004000,0.045000,-0.006000,0.000000
7972.000000,0.000000,0.000000,0.000000,0.043000,-0.002000,0.045000,-0.006000,0.000000
7973.000000,0.000000,0.000000,0.000000,0.043000,-0.002000,0.045000,-0.006000,0.000000
7974.000000,0.000000,0.000000,0.000000,0.043000,-0.002000,0.045000,-0.007000,0.000000
7976.000000,0.000000,0.000000,0.000000,-0.043000,-0.002000,0.045000,-0.007000,0.000000
7977.000000,0.000000,0.000000,0.000000,-0.043000,-0.002000,0.045000,-0.007000,0.000000
7978.000000,0.000000,0.000000,0.000000,-0.043000,-0.002000,0.045000,-0.007000,0.000000
7979.000000,0.000000,0.000000,0.000000,-0.043000,-0.002000,0.045000,-0.007000,0.000000
7981.000000,0.000000,0.000000,0.000000,-0.043000,-0.002000,0.045000,-0.007000,0.000000
7982.000000,0.000000,0.000000,0.000000,-0.043000,-0.002000,0.045000,-0.007000,0.000000
7983.000000,0.000000,0.000000,0.000000,-0.043000,0.000000,-0.268000,-0.007000,0.000000
7984.000000,0.000000,0.000000,0.000000,-0.043000,0.000000,-0.268000,-0.007000,0.000000
7985.000000,0.000000,0.000000,0.000000,-0.043000,0.000000,-0.268000,-0.005000,0.000000
7987.000000,0.000000,0.000000,0.000000,0.023000,0.000000,-0.268000,-0.005000,0.000000
7988.000000,0.000000,0.000000,0.000000,0.023000,0.000000,-0.268000,-0.005000,0.000000
7989.000000,0.000000,0.000000,0.000000,0.023000,0.000000,-0.268000,-0.005000,0.000000
7990.000000,0.000000,0.000000,0.000000,0.023000,0.000000,-0.268000,-0.005000,0.000000
7992.000000,0.000000,0.000000,0.000000,0.023000,0.000000,-0.268000,-0.005000,0.000000
7993.000000,0.000000,0.000000,0.000000,0.023000,-0.005000,-0.268000,-0.005000,0.000000
7994.000000,0.000000,0.000000,0.000000,0.023000,-0.005000,-0.268000,-0.005000,0.000000
7995.000000,0.000000,0.000000,0.000000,0.023000,-0.005000,0.353000,-0.005000,0.000000
7997.000000,0.000000,0.000000,0.000000,0.023000,-0.005000,0.353000,-0.005000,0.000000
7998.000000,0.000000,0.000000,0.000000,-0.016000,-0.005000,0.353000,-0.001000,0.000000
7999.000000,0.000000,0.000000,0.000000,-0.016000,-0.005000,0.353000,-0.001000,0.000000
8000.000000,0.000000,0.000000,0.000000,-0.016000,-0.005000,0.353000,-0.001000,0.000000
8002.000000,0.000000,0.000000,0.000000,-0.016000,-0.005000,0.353000,-0.001000,0.000000
8003.000000,0.000000,0.000000,0.000000,-0.016000,-0.005000,0.353000,-0.001000,0.000000
8004.000000,0.000000,0.000000,0.000000,-0.016000,-0.003000,0.353000,-0.001000,0.000000
8005.000000,0.000000,0.000000,0.000000,-0.016000,-0.003000,0.353000,-0.001000,0.000000
8006.000000,0.000000,0.000000,0.000000,-0.016000,-0.003000,-0.300000,-0.001000,0.000000
8008.000000,0.000000,0.000000,0.000000,-0.016000,-0.003000,-0.300000,-0.001000,0.000000
8009.000000,0.000000,0.000000,0.000000,-0.006000,-0.003000,-0.300000,-0.001000,0.000000
8010.000000,0.000000,0.000000,0.000000,-0.006000,-0.003000,-0.300000,-0.002000,0.000000
8011.000000,0.000000,0.000000,0.000000,-0.006000,-0.003000,-0.300000,-0.002000,0.000000
8013.000000,0.000000,0.000000,0.000000,-0.006000,-0.003000,-0.300000,-0.002000,0.000000
8014.000000,0.000000,0.000000,0.000000,-0.006000,0.002000,-0.300000,-0.002000,0.000000
8015.000000,0.000000,0.000000,0.000000,-0.006000,0.002000,-0.300000,-0.002000,0.000000
8016.000000,0.000000,0.000000,0.000000,-0.006000,0.002000,-0.300000,-0.002000,0.000000
8018.000000,0.000000,0.000000,0.000000,-0.006000,0.002000,-0.300000,-0.002000,0.000000
8019.000000,0.000000,0.000000,0.000000,-0.006000,0.002000,0.084000,-0.002000,0.000000
8020.000000,0.000000,0.000000,0.000000,0.015000,0.002000,0.084000,-0.002000,0.000000
8021.000000,0.000000,0.000000,0.000000,0.015000,0.002000,0.084000,-0.002000,0.000000
8023.000000,0.000000,0.000000,0.000000,0.015000,0.002000,0.084000,-0.002000,0.000000
8024.000000,0.000000,0.000000,0.000000,0.015000,0.002000,0.084000,-0.002000,0.000000
8025.000000,0.000000,0.000000,0.000000,0.015000,-0.001000,0.084000,-0.002000,0.000000
8026.000000,0.000000,0.000000,0.000000,0.015000,-0.001000,0.084000,-0.002000,0.000000
8027.000000,0.000000,0.000000,0.000000,0.015000,-0.001000,0.084000,-0.002000,0.000000
8029.000000,0.000000,0.000000,0.000000,0.015000,-0.001000,0.084000,-0.002000,0.000000
8030.000000,0.000000,0.000000,0.000000,-0.036000,-0.001000,0.084000,-0.002000,0.000000
8031.000000,0.000000,0.000000,0.000000,-0.036000,-0.001000,0.145000,-0.002000,0.000000
8032.000000,0.000000,0.000000,0.000000,-0.036000,-0.001000,0.145000,-0.002000,0.000000
8034.000000,0.000000,0.000000,0.000000,-0.036000,-0.001000,0.145000,-0.003000,0.000000
8035.000000,0.000000,0.000000,0.000000,-0.036000,-0.001000,0.145000,-0.003000,0.000000
8036.000000,0.000000,0.000000,0.000000,-0.036000,-0.003000,0.145000,-0.003000,0.000000
8037.000000,0.000000,0.000000,0.000000,-0.036000,-0.003000,0.145000,-0.003000,0.000000
8039.000000,0.000000,0.000000,0.000000,-0.036000,-0.003000,0.145000,-0.003000,0.000000
8040.000000,0.000000,0.000000,0.000000,-0.036000,-0.003000,0.145000,-0.003000,0.000000
8041.000000,0.000000,0.000000,0.000000,0.039000,-0.003000,0.145000,-0.003000,0.000000
8042.000000,0.000000,0.000000,0.000000,0.039000,-0.003000,0.145000,-0.003000,0.000000
8044.000000,0.000000,0.000000,0.000000,0.039000,-0.003000,-0.327000,-0.003000,0.000000
8045.000000,0.000000,0.000000,0.000000,0.039000,-0.003000,-0.327000,-0.002000,0.000000
8046.000000,0.000000,0.000000,0.000000,0.039000,0.000000,-0.327000,-0.002000,0.000000
8047.000000,0.000000,0.000000,0.000000,0.039000,0.000000,-0.327000,-0.002000,0.000000
8048.000000,0.000000,0.000000,0.000000,0.039000,0.000000,-0.327000,-0.002000,0.000000
8050.000000,0.000000,0.000000,0.000000,0.039000,0.000000,-0.327000,-0.002000,0.000000
8051.000000,0.000000,0.000000,0.000000,0.039000,0.000000,-0.327000,-0.002000,0.000000
8052.000000,0.000000,0.000000,0.000000,-0.053000,0.000000,-0.327000,-0.002000,0.000000
8053.000000,0.000000,0.000000,0.000000,-0.053000,0.000000,-0.327000,-0.002000,0.000000
8055.000000,0.000000,0.000000,0.000000,-0.053000,0.000000,-0.327000,-0.002000,0.000000
8056.000000,0.000000,0.000000,0.000000,-0.053000,0.000000,0.346000,-0.002000,0.000000
8057.000000,0.000000,0.000000,0.000000,-0.053000,0.001000,0.346000,-0.006000,0.000000
8058.000000,0.000000,0.000000,0.000000,-0.053000,0.001000,0.346000,-0.006000,0.000000
8060.000000,0.000000,0.000000,0.000000,-0.053000,0.001000,0.346000,-0.006000,0.000000
8061.000000,0.000000,0.000000,0.000000,-0.053000,0.001000,0.346000,-0.006000,0.000000
8062.000000,0.000000,0.000000,0.000000,-0.053000,0.001000,0.346000,-0.006000,0.000000
8063.000000,0.000000,0.000000,0.000000,0.047000,0.001000,0.346000,-0.006000,0.000000
8065.000000,0.000000,0.000000,0.000000,0.047000,0.001000,0.346000,-0.006000,0.000000
8066.000000,0.000000,0.000000,0.000000,0.047000,0.001000,0.346000,-0.006000,0.000000
8067.000000,0.000000,0.000000,0.000000,0.047000,-0.005000,0.346000,-0.006000,0.000000
8068.000000,0.000000,0.000000,0.000000,0.047000,-0.005000,-0.222000,-0.006000,0.000000
8069.000000,0.000000,0.000000,0.000000,0.047000,-0.005000,-0.222000,-0.006000,0.000000
